"ESSAY";"ARGUMENT";"TEXT";"ANNOTATION"
"079";"2";"On the other hand, I believe arts should by no means been disregarded by the government. Individually, arts can enrich people's cultural lives. Currently, people are increasingly occupied with their work and studies due to the stiff competition. Consequently, they require various entertainment such as music, movies or books to them ease their minds and release pressure. Without arts, people would be at risk of suffering psychological problems.";""
"079";"3";"From the point of the local community, funding arts is beneficial to the local cultural and economic development. Cultural heritage constitutes an essential part of arts. This means preserving local arts may promote the preservation of the local cultural heritage, which not only helps the local people have a sense of belonging but also contributes to the booming local tourism industry. In this view, arts serve cultural and economic purposes.";""
"080";"1";"First, critics of zoology argue that keeping animals in captivity is wrong because animals should be considered non-human persons and they should have the right of having freedom. This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures. That is because, many zoos, especially the ones in developing countries, do not provide care and attention which their animals require. The animals are often undernourished and do not have sufficient quality and quantity of medical treatment. In addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe.";""
"080";"2";"On the other hand, the advocators believe that zoos provide the public with good entertainment and also help to ensure the balance of the ecology. Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world. Zoos provide educational information about the lives of different animals to the public. Also, zoos play an important role in reserving many breeds of animal and preventing them from being missing from life. This is due to the fact that, in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters. Thus zoos are needed to keep the nature balanced.";""
"081";"1";"First and foremost, if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run. It is undeniable that when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies. For example, paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times. In short, without any limitations, there will be more awe inspiring work from our artists.";"Sufficiency"
"081";"2";"Furthermore, it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation. Today, many countries make numerous efforts to show that they are democratic countries. Arts is one of the ways that can be used to criticise social problems and government policies in a particular country. To illustrate this further, the famous movie '3 Idiots' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn. Thus, human rights is violated if artists are not allowed to express their feelings freely.";"Sufficiency"
"081";"3";"Looking from another perspective, there are certain drawbacks if artists are not restricted. They might go deeper into certain aspects that can cause controversies in a country. To cite an example, Malaysia is a multiracial country whereby all the citizens live together in harmony and peace. In case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society. Nonetheless, I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts.";"Sufficiency"
"082";"1";"First, it is generally understood that advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more. Advertisements are, therefore, very important for many businesses to increase sales and hence profits. Also, to consumers, advertising can bring them many benefits. For example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans. From all of these, it is easy to see why the idea that advertising is a positive part of life will garner strong support.";"Sufficiency"
"082";"2";"However, it can be seen that some people have argued against advertising due to its negative impacts. Firstly, a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people. Secondly, advertising can be very expensive and not every advertising campaign can be done successfully and brings good results. Therefore, advertising is believed by many, a financial burden to businesses.";""
"083";"1";"First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons. Last century has witnessed the horrors of such weapons. If each country pursues the fusion and fission process some of them may try to mold it for military usage.";""
"083";"2";"Another reason to fortify my opinion is that even civil usages of atomic power pose a dire threat of radio activity. For example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area. This unfortunate event proves that no matter how much careful we are such accidents are inevitable.";"Sufficiency"
"083";"3";"Last but not least, while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power. Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it. This waste is many times more lethal to our environment than any of the other hazardous material.";""
"084";"1";"In a positive point of view, when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities. For example, they can surf the The Star Onlines' work section to find a job that is suitable for them. With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job. Not only that, the mobile phones can also be used to make calls with the companies in which they would like to work with. In short, if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive.";""
"084";"2";"Nonetheless, looking from another perspective, supplying hand phones to the unemployed is a waste of the taxpayers' money. This is because the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country. To illustrate this further, the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living. To conclude, the money can be used for other intentions rather than giving hand phones to the unemployed.";""
"084";"3";"Furthermore, when hand phones are provided for free, many would want to take advantage of this opportunity. It will not be surprising that in order to obtain a mobile phone, they make themselves jobless. Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones. In this context, the public's money is spent worthlessly. On top of that, till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment.";""
"085";"1";"Firstly, by having CCTV cameras at workplace, crimes such as robbery can be trimmed down. This is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced. To illustrate this further, in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight. Not only that, as the employees know that they are under constant surveillance, they will less likely steal from the shops. Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.";"Sufficiency"
"085";"2";"Furthermore, at some offices, employees are often required to handle angry or frustrated customers. At times, face-to-face interactions with an annoyed customer can put the employee in physical danger. Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded. In the event of an argument, the videotapes can used to determine what actually took place and further actions can be then taken. In short, these cameras can help to provide some form of protection to the workers against the customers.";""
"085";"3";"Looking from another perspective, the use of CCTV cameras does cause controversy. Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras. However, one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences. Ergo, opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime.";""
"086";"1";"To begin with, it is undeniable that education is better in big cities in comparison with countrysides. For instance, in my country the best schools, universities and institutes are located in cities, and todays education is one of the most important parts of our children's life. Therefore, it is a good idea for children to past their first earlier life in the cities.";"Sufficiency"
"086";"2";"What is more, it is acknowledged that a large number of creational facilities are built in cities. Children who live in cities have a lot of entertainment. For example playgrounds, parks, science museums, cinemas etc. However, in countrysides we hardly ever see creational facilities. Children who live in countrysides most of the time pass their free time in farms.";""
"086";"3";"Finally, in big cities children access to media easily, so they can learn a lot of things by watching television and surfing through the net. Via internet they can have connection with the other children all around the world, therefor they can exchange their knowledge, they can learn different cultures.";""
"087";"1";"In the first place, there are a large number of opportunities in privat works that you cannot find them when you work for the others. In your job you can be boss of yourself; however, in the other jobs someone else are your boss. You always have to be responsible for your task, and it make a stressful situation that I never like it.";""
"087";"2";"What is more, when people work for themselves they make more profit for themselves, but in the other jobs you make profits for the other such as your manager. Unfortunately nowadays most of them pick up this profit without sharing a small sum of it with their workers, and from my point of view it is unfair.";""
"087";"3";"Finally, there are some authorities in privat jobs that workers are always looking for them while they are working for the others. When you work for yourself you can punch in and punch out whenever you want. Sometimes some occasions happen to people for example a disease, sticking in a traffic jam and sometime going on a vacation. For all of them we have to ask for a permission, and most of the time we are not allowed.";""
"088";"1";"First of all, when people face with a failure they can learn a large number of things from that failure, therefore in the next effort they try to avoid doing and repeating that mistakes. For instance, most of inventors in the first phases of their job face with some problems and defeats, but in the next stages they learn how to deal with problems.";"Sufficiency"
"088";"2";"Second of all, experience shows while people doing a job constantly, they become more experienced in that subject, so in the final effort they become successful with the high percentile. For example, scientists experiment a substance for a long time, after they gain lots of experience and knowledge about that subject they decide to make it final.";"Sufficiency"
"089";"1";"Firstly, day by day population is increasing, so human needs for food is increasing as well. We need farmland to grow crops such as wheat and corn, and there is no doubt that without food people cannot alive for more than some weeks. Therefore, farmlands are vital for human life.";""
"089";"2";"Secondly, people need shelters to protect themselves from mother nature such as wind and flood and wild animals, so they need land to build their houses on it. Dwelling is one of the most important human needs after food which is undeniable.";""
"089";"3";"Finally, human need some crucial things to continue their life, and most of them are industrial such as medicine. Therefore, some lands should be assigned to industry. Todays life has some difficulty which become comfortable with the help of industry. ";""
"090";"1";"First of all, there are people who play a role and cheat the other individuals with their playing, therefore we have to be aware to never judge with their appearance. For example, some people cheat their fiance before marriage by showing a cheerful face and well spoken; however, after getting marriage they show their real personality.";"Sufficiency"
"090";"2";"Second of all, there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague. For instance, I have a neighbor who are old, black skin and frown and I had always panicked of her. One day in a cold winter while I was getting back to home from school I realized that I lost my keys, so I could not do anything before my parents getting back home. She asked me to stay with her till my parents come, also she was great in hospitality and her behavior was unforgettable. After that I understood, I had to never judge with people's appearance.";"Sufficiency"
"091";"1";"It is especially true if we consider the fact that a single international language plays a pivotal role in global economic cooperation. As businessmen from different countries have access to the same language, they can communicate with each other more efficiently and deeply on trade, which can intensify the transnational cooperation. In contrast, without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them. Therefore, a single international language serves an economic purpose.";""
"091";"2";"Also, a universal language is an integral part of cultural communication and interactions. If people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles. For example, when people travel to foreign countries, the local people can introduce the tourist attractions to such people with the command of the universal language, helping foreign visitors have an enjoyable exotic experience.";""
"091";"3";"In spite of this, the disadvantages of the promotion of a universal language cannot be denied. To be more specific, a single international language may, to some extent, erode the cultural identity of a nation. This is because people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong. For instance, some Asians are seeking individualism, previously denied by many Asian countries, due to the fact that they have gradually identified with such values expressed in American movies, which are imported by the governments as a result of the proliferation of English.";"Sufficiency"
"092";"1";"This is because following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today. When individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world. In contrast, if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds. As a result, they might fall behind shortly.";""
"092";"2";"Furthermore, people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information. Without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles.";""
"092";"3";"Despite this, it is undeniable that following fashion trends constantly may undermine individuals' personalities. Individuals purchase their clothes according to the latest fashion trends, which may result in the phenomenon that people would wear the same style of clothes. Consequently, the world would look monotonous.";""
"093";"1";"In terms of ethics, it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so. Compassion, a virtue preached in almost all religions from Buddhism to Mohammedanism, is what distinguishes us human beings from animals.";""
"093";"2";"Economically speaking, such aid could also create a win-win situation. Underdeveloped nations no doubt receive direct benefits through such deeds. For developed nations, new medical problems may very well arise from the work in underdeveloped nations; thus related research is conducted accordingly to conquer the problem, promoting the development of the pharmaceutical industry. The potential market in those poor countries, most of which has a huge population, is also a thing worth mentioning. By building a good relationship with them, wealthy nations can not only broaden their global market, but also facilitate future international commerce. The underdeveloped nations, in return, may export local agricultural products, mineral products with discount to the former, boosting each other's economy.";""
"094";"1";"Health education causes long-term positive effects on our next generations. First of all, thank to a full health education from their childhoods, children will have good habits of taking care of their own health and these habits may be kept in their adolescences. For example, if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older. Secondly, health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases. Instead of afraid or panic, they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes. Many diseases which may be cured easily can turn to serious ones if we do not have right treatment. Health education will help people to have right choices of treatment to recover more quickly.";""
"094";"2";"Preventative measures will help improve general health state of all citizens. For example, vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu, smallpox, rubella so on. When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably. As human resources play a key role in the development of a country, investing money to enhance the general health state is a totally right decision. In addition, because the cost of treatment is often much higher than that of prevention, the government can save a lot of money for our country's health budget.";"Sufficiency"
"095";"1";"First and foremost, today entertainment is easier for people to enjoy than ever before. The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody. People can sit in front of their televisions and watch whatever they want, from musical concerts to live football match. This is a convenient way of relaxation after hard work. Obviously, the popularity of news media is beneficial to human beings.";""
"095";"2";"In addition to this, news media help people broaden their knowledge. It is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth. Hence, there is a strong likelihood that today people are able to know the world better. This is particularly essential when the globalization process has been permeating into all areas of society. Indeed, the fast growth of news media is helpful for people worldwide.";""
"096";"1";"First and foremost, I believe that it would be easier for the juries to make a decision if they know about the past information about the criminal. This is because, knowing their background very well will enable the juries to analyze the crime before coming up with a judgment. For instance, take a person who has not murdered anyone but is suddenly found to be guilty. The juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person. Then, punishment can be given in accordance to the condition.";"Sufficiency"
"096";"2";"Apart from that, a fair trial can be achieved. As all of us know, juries are a group of people who have no or less knowledge regarding law. Thus, exposing them to the past records of the criminal can give them more room to think rationally and finally put the pieces together in order to produce a more meaningful decision. By doing so, the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences. Not only that, the convicted will also receive a fair action.";""
"096";"3";"It is undeniable that when the background of the convicted is 'dug' deeper and is revealed to mass of anonymous people, his privacy is being jeopardized. If finally he is proven innocent, he may feel embarrassed to face the public. However, I am sure that the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well.";""
"097";"1";"First and foremost, sports events are good chances for excellent athletes to meet and learn valuable experiences from one another so that they can improve their results, break records and bring victories to their own countries. Because a large number of people will gather in the host city for sport events, there are many good opportunities for discovering different cultures. Consequently, sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations. After sharing competitive but interesting moments in each competition, the competitors often shake hands friendly and congratulate the winners, which can lead to an improvement in the relationships among nations.";""
"097";"2";"Secondly, sporting occasions play an essential role in raising patriotic emotions in both athletes and spectators. Seeing national flags be honored may be the most emotional moments to each athlete. The athlete also seems to be more aware of his responsibilities and he wants to contribute more to his beloved country. When witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness. For instance, when Vietnam became the champion of SEAGAMES for the first time in 2008, a festival atmosphere permeated into the streets. People from all ages turned out to the streets with flags, banners and they sang aloud songs of Ho Chi Minh President. The eager atmosphere lasted many next days. In fact, some hooligans were so excited that they took part in motor racing or using fireworks illegally. However, the hooligans only took a minority of people. Therefore, it can be said that sport events help to wake up love and responsibilities strongly in each citizen.";"Sufficiency"
"098";"1";"First of all, children can learn about the hardship of earning money. When they take some kind of paid work such as looking after babies, doing housework and keeping shops, they will have some life experience and skills which make them mature and can deal with many different situations in real life. Therefore, they are likely to understand their parents' hardship, to respect values of money and to form a good habit of saving.";""
"098";"2";"Secondly, when children take jobs, they tend to be more responsible because whether they can earn money or not will depend on their effectiveness and attitudes in working. To keep their jobs, children will have to try their best to finish their duties. For example, if a child works as a shop assistant, he will have to keep an eye on good and products, calculate prices correctly and take responsibilities for any lost.";"Sufficiency"
"098";"3";"Some people may argue that children will be more material, neglect their study for earning money or be exploited by the employers. However, if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way.";""
"099";"1";"Experience gained through traveling to different places, meeting different people and even at job goes long way. It not only enhances the confidence of a student but also makes them independent. Student's who works tend to gather better financial resources which they can rely on during their university studies. This experience also makes them aware of what they would like to make of their life. They develop broader view and can make a better choice of their future studies or courses.";""
"099";"2";"Taking a break not just has benefits but it also comes with some negative impacts. Once student's starts earning, they might not like to go back to studies where they would lose their financial independence. They might even find it difficult to adapt to education environment. There is also a risk of student never going back to university or higher education. Probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries. This might only help them in a short run as it is a known fact that to make a reasonable career in longer runs, one needs a proper and higher qualification.";""
"100";"1";"First and foremost, it is certainly true that university education is of paramount importance for certain professions such as doctor, engineer and lawyer. Without proper training and knowledge, it would be impossible for them to perform their best in their careers. Not only that, when they are in a university, they will have the opportunity to share their knowledge as well as to network for business associates and partners. This can benefit them in future when they intend to open up their own companies or hospitals.";""
"100";"2";"Looking from another perspective, there are also a significant number of people who are very successful in their fields without going to university. Take for instance those who start their own business. These people depend solely on hard work and luck. Interestingly, for some of them it proved to be a profitable job. To cite an example, Michael Dell who is the founder and the CEO of Dell left college at 19. Initially, he started his computer company in his college dorm room. Eventually, he used his earnings as well as his family's loan in order to progress to be who he is now.";"Sufficiency"
"100";"3";"In addition, people with natural talents are also most likely to excel in their life. This is especially true in sectors like entertainment and sports. The introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph. To illustrate this further, David Archuleta who was once a nobody has now taken up a large space in hearts of many. Hence, it is evident that individuals born with talents have also a high chance to be successful.";"Sufficiency"
"101";"1";"First and foremost, if senior workers dominate the working sector, there will be lesser job opportunities for the fresh graduates. As a result, most of them will be forced to take up careers which are poles apart from what they had studied for. To illustrate this further, a medical graduate might find it very disheartened when he had to spend around five precious years studying medicine and at the end of the day, he will have to take up another profession rather than doctor due to the insufficient job opportunities available. On top of that, due to the lack of genuine passion on the work which was not of their option, there is a greater possibility for their performance standard to dwindle at their workplace.";"Sufficiency"
"101";"2";"Apart from that, not all elderly workers are physically well. Beyond that age, a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses. To cite an example, the stressful life that an aged teacher goes through will definitely take a toll on him. Consequently, they will not be able to give their best in whatever they are doing. Besides, the academic institution will have to pay for his medical bills, resulting in more loss for the institution. Thus, it would indeed be better if at an older age, opportunities are given to the younger ones.";"Sufficiency"
"101";"3";"Admittedly, the expertise of the senior workers who had retired should never be underestimated. Their invaluable experiences and knowledge in their respective fields such as engineering, medicine, and law can certainly be beneficial to the younger generation. Hence, it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge.";""
"102";"1";"Most people nowadays prefer to use the Internet to search for art work because the Internet really brings them convenience. We can browse the art work from all over the world at home. However, people may not get a spiritual experience since pictures online are only limited to a screen size. By contrast, the exhibits in museums or galleries are all life size and visitors can get a more direct felling. For example, only when we see the real mummy, can we experience mystique.";""
"102";"2";"In order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing. For example, at American Museum of Natural History, you can make a bone-by-bone reproduction of the museum's stegosaurus; at Museum of Art in New York, you can look at 17th century instruments while listening to their music. While if you ""visit"" the museum online, you may not able to get this kind of experience.";"Sufficiency"
"102";"3";"Seeing an art work on computer screen is not the same as you watch it by your own eyes. For instance, you can't see the texture of the artwork which is very important to study the skills used by the artist. What's more, not all the details of the artwork can be shown on the computer screen. Some details might be dim since the resolution ratio of the screen is not high enough. These may influence the comprehension of the art work or historical objects.";""
"103";"1";"Many people hold the opinion that past behaviour determines the future actions, which could be the main reason to support the idea of revealing the record to the jury. We must acknowledge that complete data concerning the history of a sued person creates more opportunity for jury members to build an overall picture of defendant's personality. Furthermore, past record might be useful to decide whether a person was able to perform a certain type of crime when it concerns serious crimes, such as kidnapping or a murder.";""
"103";"2";"Nevertheless, in order for the jury to come up with an objective decision not depending on the past experience, the court should provide with details relevant to a particular case only. For instance, a defendant with number of past crimes has more chance to be found guilty compared to a person with no or lighter criminal record. Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions.";""
"104";"1";"First and foremost, the Internet is an adequate source of academic information, which will potentially fulfill the needs of university pupils. Nowadays, not only are lectures available online, it is also applicable to find reference e-books as well as multi-aspect documents on the cyberspace. As such, the Internet has grown to become the largest virtual library ever. Moreover, with the use of the Internet, distance and time seem to be no more a hindrance. College students can save their time browsing for necessary information through the web instead of spending hours wandering in bookstores or libraries. Last but not least, the Internet offers a more effective and practical method of studying. While virtual flowcharts and animations may simplify complicated scientific processes, Google and Wikipedia are always accessible for detailed responses to every query.";""
"104";"2";"In the near future, the Internet will become an indispensable part in academic training, for the enormous benefits that it brings about. Have you ever imagined what it would be like to stay at home and attend a lecture by a famous speaker in Finland simultaneously? This fairy tale turns out to be true thanks to technical and internet advances.";""
"104";"3";"Critics may argue that the Internet have several drawbacks which can affect the education system negatively, for instance internet abuse and black webs. However, we should bear in mind that these problems are mainly triggered by students' wrong approach towards the Internet not the Internet itself. Thus, what we are to do is a change in learners' attitude not an elimination of the Internet from academic study.";""
"105";"1";"Admittedly, more lives will be saved by the use of effective medicines. The medical industry in developing countries is incapable of producing high-quality drugs. With advanced technology, the developed world has achieved remarkable breakthroughs in making medicines, which can cure a variety of serious illnesses. If people in poorer countries gain access to these drugs, their health situations may be better. The reduction in cost of medicines therefore shows the sign of humanity.";""
"105";"2";"However, the current cost of medicines is , in fact, reasonable and based on the medicines' effectiveness. Apparently, the process of researching, testing and producing drugs in masses costs a substantial amount of money. Moreover, these products prove to ensure human health completely. Suppose companies were forced to reduce the cost of drugs, they would make no profit, even running up debt because of production expenditure. Therefore, the measure cannot be adopted, otherwise those companies will go into liquidation. In short, this is not a long-term solution.";""
"105";"3";"Fortunately, there are other measures to improve the situation. It is advisable for the government to encourage medical production by supplying land for building factories and reducing part of the taxes. Additionally, charitable organizations can buy medicines from developed countries and distribute to the undeveloped world for free.";""
"106";"1";"Firstly, it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time. Recent death statistic released by the Malaysian Ministry of Health shows that the top killer was lung related diseases caused by smoking. A large proportion of death involved second hand smoker particularly young children and pregnant women who were vulnerable to these lethal diseases. Therefore, the number of fatality can be significantly reduced if a total ban on public smoking is implemented.";""
"106";"2";"Secondly, the image of a healthy nation can be promoted when government restricts public smoking by imposing stern penalty to the offender. For instance, the Brunei government had recently enforced a law against smoking in public areas such as cafés, hospital and shopping street. This step has curbed down the numbers of smokers in the country and as a result, Brunei remains a place known for its tranquility and cleanliness. This example shows the benefit of restricting public smoking to a country as a whole.";"Sufficiency"
"107";"1";"Firstly, rapid development of infrastructure is eating most of the forest throughout world. The so-called Concrete jungles have evolved endangering forests and wild life. As we all know life saving oxygen is produced by trees after converting harmful carbon dioxide gas. Moreover, wild life is very essential to maintain ecological balance on planet Earth.";""
"107";"2";"Secondly, large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer. Importance of ozone layer is evident by the fact as it protects us from harmful ultra violet rays. To add to it, excess emission of carbon dioxide gas mainly by vehicles around the world has increased the average temperature at north pole which in turn has increased water level due to gradual melting of glaciers.";""
"107";"3";"Lastly, either industrial waste or domestic waste produced everyday is badly polluting the planet Earth. For instance a large amount of unnoticed industrial waste released in oceans effects aquatic life to a large extent. Harmful chemicals present in industrial waste kills lot of sea creatures in oceans or rivers.";"Sufficiency"
"108";"1";"Admittedly, encouraging the workers to retire at age of fifty-five to release the positions for younger job seekers has some merits. Firstly, fresh graduates are likely to bring a number of practical and applicable ideas to meet the current needs of the organisation. This is because they have been instilled and imparted the most updated knowledge and skills at universities. Secondly, having a larger proportion of young adults could enhance the working effectiveness and efficiency. Compared with aged staffs, younger employees are often physically stronger and energetic which enables them to carry out heavy workload to meet the deadline.";""
"108";"2";"However, sacrificing the senior members to save the young workers poses several negative influences. From personal level, it fosters a sense of unfairness between the older and younger generations. It is undeniable that every person within the business enterprise has the rights to proceed their work as long as they are capable of doing it, disregard the age and physical capacity. From social perspective, massively forcing the early retirement would be one of financial burden to the local government. For example, sufficient pension payments and regular medical care should be given and arranged for the senior citizens after they have been imposed to terminate their employment permanently.";""
"109";"1";"One of the strong arguments in favour of tighter media control is to limit the violent and sexual content. They have a serious impact on people in their puberty. For example, an internet cartoon comedy called happy tree is extremely brutal, where the characters usually have their heads or limbs tear off. Another supporting reason is that television companies import foreign programmes from time to time and audiences might accept their ideas which maybe otherwise not welcomed to local culture. A few years ago there was a Japanese game show which involved throwing cream cakes to the loser. This is actually very environmentally unfriendly.";"Sufficiency"
"109";"2";"The major opposing argument is to protect the safety of citizens. In other words, the government should disclose the information to the media in a timely manner, especially for disasters and outbreak of new diseases. Taking the SARS in 2003 as an example, the Chinese government limited the amount of information for public access which therefore causes numerous deaths. Even so, another perspective on this is to prevent the citizen from unnecessary fear and unrest.";"Sufficiency"
"110";"1";"Taxes are the income for every country in the world and they are extremely important for developing countries. If people are paying taxes, that means they are taking part in the development of their country as well as the country's economy. Therefore, they have fulfilled their duty as a citizen.";""
"110";"2";"Some people argue that individuals of a country are responsible for many other things apart from paying tax. In fact, in order to develop a country, citizens must obey laws, which were imposed by the government. In this way, the crime rate is reduced and society becomes a peaceful place, so the country will develop at a rapid pace. Furthermore, being a citizen in society should protect the country's culture and history. For instance, people should have knowledge about their own culture and history by studying at school with full concentration or reading them from books. On the other hand, a person has to unite with other people in the community so as to develop their nation. Indeed, if people in society have a strong bond with each other, society will become a peaceful place, where people are helping and sharing to each other.";""
"111";"1";"There are several reasons why animal testing should be banned. Firstly, the costs outweigh the benefits. Every year, cosmetic companies, farms or medical schools kill millions of animals to test their products, without any beneficial result. Animal testing costs an enormous amount of money, since they must be fed, cared for and treated with drugs or experimental substances.";""
"111";"2";"Secondly, animals are kept in unnatural conditions. Recent studies point out that animals are neglected and treated poorly, which influences their reactions to drugs. In March 2003, a lab technician shot a video inside a lab, which revealed primates in cages without pain medication, for instance one baboon with a metal cylinder screwed into its head. Consequently, I think that sacrificing animals is an expensive and painful activity.";"Sufficiency"
"111";"3";"There is also the argument that many ethical and genetic principles are broken when testing on animals. Many people agree that it is not only inhumane and cruel to cause pain to animals, but also misleading, since animals and people's response to a drug can be different. I personally believe that human beings have no moral right to use animals in ways that do not benefit the individual.";""
"112";"1";"There are clearly advantages to exams. They help to ensure fairness by imposing the same conditions on all exam candidates. They are also relatively versatile; different types of exam questions, for example, multiple-choice questions and essay tasks, can test different sorts of reasoning ability. However, exams also have some drawbacks. Test-wise candidates can often perform well on exams without having good underlying knowledge or skills. In contrast, some test-takers perform cannot achieve a satisfying result because of anxiety. In this case, teachers and learners focus only on theses aspects of the curriculum that are likely to be tested, thus narrowing the educational experience for all.";""
