ESSAY	ARGUMENT	TEXT	ANNOTATION
64	1	It is true that modern games may be , to some extent , beneficial for children to foster some skills , such as computer skills or the capacity to keep up with the latest trend . This is because children have to be proficient at computers and the Internet if they want to join online games , which , in fact , helps children acquire a particularly powerful skill at work in future . At the same time , children have the chance to experience the state-of-the-art technology , raising their awareness of innovation rather than stay conservative . 	
64	2	However , I think traditional games are still indispensible in children ' s learning process , even much more essential than modern games , especially in modern society . One primary merit of traditional games is that they foster children ' s communication skills . Unlike most modern games which focus on the interactions between children and machines , traditional games provide a relaxing and enjoyable atmosphere where children can chat , laugh and cooperate face to face . As a result , communicating with a variety of people will not be an issue for these children any more . 	
64	3	Furthermore , it is the educational functions traditional games hold that keep them alive today . In fact , these traditional games were elaborately devised by educators and have been proven effective in improving children ' s skills on different aspects in previous teaching practices . By contrast , modern games are developed by game companies for the purpose of profits . Therefore , there is a risk that children may be exposed to unhealthy contents , such as violence or pornography , arranged in the games by such companies to secure financial survival . 	
65	1	Taking care of thousands of citizens who suffer from disease or illiteracy is more urgent and pragmatic than building theaters or sports stadiums . As a matter of fact , an uneducated person may barely appreciate musicals , whereas a physical damaged person , resulting from the lack of medical treatment , may no longer participate in any sports games . Therefore , providing education and medical care is more essential and prioritized to the government . 	
65	2	Entertaining facilities such as cinemas , theaters and sports stadiums are mostly profit-oriented . Their existences are based on their marketing strategies , the condition of facilities and the volume of audience . The competition among each of these facilities is an inevitable part of the free market , which should not be interfered by government . Instead , the establishment of medical facilities or educational institutes is aimed to improve the health or education standard rather than earning profits , which deserves more funds from government . 	
65	3	Furthermore , putting taxpayers ' money on building theaters or sports stadiums is unfair to those who cannot use them . For example , not everyone is a fan of watching musicals on the spot . Therefore , it is a bit inappropriate to use the majority of citizens ' tax funds to meet a minority of people ' s needs . That is the reason why sectors such as medical care and education deserve more governmental support , because they are accessed by every individual in our society on a daily basis . 	
66	1	In terms of time and space , technology makes it more efficient and effective to promote the traditional skills and ways of life . In the past , only when people went to the local place could they experience the specific traditional lifestyles . This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills . However , with the access to the Internet , one of the greatest innovations in modern society , humankind can acquire the traditional techniques displayed online anytime , anywhere . 	
66	2	Additionally , technology enriches the way of displaying traditional cultural heritage , making it more vivid and appealing . For example , China has successfully promoted traditional techniques in the Shanghai World Expo , using a variety of state-of-the-art technological methods , such as robots and LED screens . In fact , many tourists around the world marveled at the perfect synthesis of the modern technology and the traditional culture . 	insufficient
66	3	On the other hand , some people are concerned that technology may have a detrimental effect on the traditional lifestyles . They argue that people , especially youngsters , are crazier about fresh and advanced things , such as digital products , thus becoming indifferent to traditional techniques . But I believe this is not the issue because people tend to follow the trend back to the tradition in the recent years . 	
67	1	"One of the major concerns against freeing artists ' creation derives from the fear of social misleading which would destabilize the society ; however , I believe the audiences have their own judgement and are not likely to be misled or influenced by some art work . It is needless to say that art inevitably involves imagination , exaggeration and sometimes is purely fabricated ; regardless of whether the work of art is based on truth or not , it is the public ' s authority to determine how to interpret its meaning . If the art displays unreality , the public audiences certainly have the acumen to recognise its untruthfulness and only appreciate its art value ; if the art reflects the reality , then what would be the intention to ban it if it was not for covering the dirty truth ? Would it be autocratic if the government clamp down the artists who are telling the truth ? In a word , the notion of being afraid of social misleading is unjustified . "	
67	2	"Let ' s then take a look at the impact that art has posed on individuals . It is undeniable that some of the art work may contain negative implications such as insanity , violence , eroticism etc . I absolutely agree that restrictions on exposure to adolescents should apply as adolescents are not mature enough to avoid being led astray by these contents ; however , in the case of adults being the audience , there ' s really nothing to hide ‰ÛÒ these negative things objectively exist on this planet and it is impossible for adults to be brain-washed only because of some pieces of creative art . "	
68	1	Obviously , violence in the media is often portrayed as extreme as possible in order to attract audiences . This will definitely set a bad example for the immature audiences who , lacking correct parental guidance and abilities to differentiate the right from wrong , are prone to go astray by imitating the violent behaviors and committing real violent crimes as they regard the violence as reasonable and justifiable . 	
68	2	On the other hand , media , such as TV or film , is considered as the correct information source regulated by the government . It should be reporting and reflecting true phenomenon in the society . Violence , as one of the facts in the real world , certainly has to be reported . However , excessive violence would offer misleading information to the public and exert detrimental influence to the society as well . It is recently reported in the news that a seventeen-year-old boy killed all his family members , one sister and two parents out of hatred and jealousy . In the real world , we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure . 	insufficient
69	1	"To start with , the fairness between males and females is inevitable in such a developed society . Gone are the days when women could do nothing rather than stick to boring house work and take care of children . Women nowadays are much more active , they may be successful businessmen , they join the political world , they become scientists and so on . This is to say , the "" weaker "" gender as often be thought has enough right as well as ability to contribute to the development of human beings just like any other men , not to mention they even perform better in some fields . "	
69	2	In the second place , the revolution in females ' right has brought about many benefits not only to themselves but society as well . The financial burden of families , for instance , has decreased significantly with both the wives and the husbands working to earn money . What is more , women have the outstanding instinct to take up some careers like healthcare or human resource management due to their patience and elaboration . 	
69	3	Admittedly , such changes do lead to some negative results like an upward trend in divorce rate or , under many circumstances , women find it difficult to balance their work and their traditional role as the wives . Also , children might enjoy less care from parents as they are both busy with their work . Yet everything has it upside and downside , women should find the best way to overcome such challenges . 	
70	1	"Specifically , price control institution has been used in plenty of social areas , for example , in the farming products and in the real estate area ; however , whether it can work out for alleviating traffic and pollution pressure ought to be evaluated . On one hand , governments have a macro-economic perspective to control price in various areas according to social demands . Consequently , it seems not easy to increase petrol price instantly . On the other hand , pollutions are not just caused by the burning of oil , chemical pollutants , extra lights , also constitute considerable amount of pollution . In addition , the improvements of work efficiency also attribute to the speed-up of working pace , resulting in traffic jams during rush-hours . "	
70	2	As illustrated before , several other solutions can be introduced to assist in reducing pollution and traffic problems . Primarily , authorities should spare no efforts in improving public transportation facilities , such as constructing more bus lines , in order to reducing the usage of private cars . Furthermore , temporarily targets should be set , with regard to the limitations of pollutants in a certain period of time , for example , a season . Plus with supervisory institutions built to find and address problems . Meanwhile , cultivating a sense of environmental protection would also work out , though it might not be into effect immediately , but in the long run , it would be a wise choice . 	
71	1	First , it is unfair to restrict those public service advertisements which are creative and inspiring . In fact , they are not in the purpose of making profits but taking a role of disseminating valued culture , good moral traits and calling for helps for the disabled and the poor . 	
71	2	Besides , it is obvious that publicizing brand image or a particular product of mass media could boost sales for companies . In a larger sense , it could simulate household spending and therefore promote the economic development of the whole country . A recent study shows that after launching an advertising campaign , the sales revenue would increase by 40% , which is the very fact to verify its positive influences on economic . 	
71	3	That is not to say , however , that advertisements have no downsides . Of course , the advertising expenses lead to a higher product price and some of them express fake information , creating information asymmetry between consumers and companies . Yet , its merits still outweigh these downsides . 	
72	1	It is not surprised that exercise play a crucial role in ameliorating physical health . Any kinds of sports , such as jogging , swimming , or playing basketball , can effectively facilitate human respiration and circulation system . Moreover , these sports can also strengthen muscles and lessen surplus adipose tissues in human body . The latter one is of particular importance because nowadays more and more people are suffer from obesity . Many studies has points out that numbers of overweight people have increased in developed countries in recent years , which mainly results from insufficient exercises . 	
72	2	Sports activities can improve mental health as well . When people exercise , the neuron cells in the brain release a chemical compound named Dopamine . This hormone can delight one ' s mind , creating positive feelings . Thus good exercises can often successfully alleviating one ' s heavy burdens . Moreover , rigorous exercise can also hone one ' s will , which enable people to be able to tackle stringent problems and arduous tasks . 	
73	1	Firstly , pictures can influence the way people think . For example , nowadays horrendous images are displayed on the cigarette boxes to illustrate the consequences of smoking . As a result , statistics show a slight reduction in the number of smokers , indicating that they realize the effects of the negative habit . Not only that , the magnificent photograph captured by Kevin Carter , which portrayed a starving Sudanese child struck by extreme poverty has successfully highlighted the plight faced by the citizens in Sudan . Apart from that , images are also widely used in newspapers , magazines and advertisements . Thus , it is undeniable that images in the absence of words can obviously claim the attraction of many . 	insufficient
73	2	Looking from another perspective , written words are also vital in order to spread across certain messages . With only pictures , everyone is left to their own interpretation on how they perceive the images . Nonetheless , this is different when words are used to explain what the illustration is about . Furthermore , the primary way of educating students is also by this way . Academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better . 	
74	1	First and foremost , it is easy to realize that languages , especially oral language , are a quite major part of culture of a country . It helps people distinguish between nations and even regions in a country . The clearance of minority of language means that a national traditional , customs and habitants do not exist . Governments should spend money on keeping and preserving these things for the rich diversity of cultures which make our world more interesting . What is more , it is a pride of the country with a rage of culture which is easy to educate people to love their country more . 	
74	2	On the other hand , there are some drawbacks from saving minority languages . Although governments invest money on doing that , it is hard to gain the good results . As evidence of this , there are a few people , particularly the youngsters , do not pay attention on collecting and studying those . These kinds of languages are usually difficult and unpopular . In addition , the preservations need a long time to gather , restore all information as well as train in the educational centre . If they do not try their best , their protection can be halted and waste of money . 	
75	1	Art is not the key determination of quality of life , but education is . In order to make people better off , it is more urgent for governments to commit money to some fundamental help such as setting more scholarships in education section for all citizens . This is simply because knowledge and wisdom is the guarantee of the enhancement of the quality of people ' s lives for a well-rounded social system . 	
75	2	Admittedly , art , to some extent , serve a valuable function about enriching one ' s daily lives , for example , it could bring release one ' s heavy burden of study pressure and refresh human bodies through a hard day from work . However , it is unrealistic to pursuit of this high standard of life in many developing countries , in which the basic housing supply has still been a huge problem with plenty of lower income family have squeezed in a small tight room . By comparison to these issues , the pursuit of art seems unimportant at all . 	
76	1	Some people argue that it is the government that should be obligated to fund the health care and education for citizens . This is because citizens enjoy the right to live in a harmonious and stable environment , which should be enabled by the government , the leader of the society . If citizens had no access to health care and education , their physical health and psychological soundness would be at risk . As a result , such people might fail to get cured in time , thus influencing their working efficiency , which would destabilize the production of the industry . Also , without sufficient guidance of teachers , these citizens might misbehave or even commit crimes , posing a threat to other citizens ' security . Therefore , the government should be accountable for citizens ' health care and education to keep society safe and stable . 	
76	2	On the other hand , some people oppose the argument , saying it is a waste of public money for the government to subsidize health care and education of each citizen in society , since a great number of people , in fact , have had the capacity to pay for the both privately . Instead , the government should give priority to more pressing problems related to social members ' wellbeing , such as soaring crime rate , AIDS epidemic or the shortage of infrastructure , which are requiring financial resources from the government to address . 	
77	1	There is no denying that our environment is damaged day by day due to the fact that excessive pursuit of economic development at expense of eco-system , which pose a great threat to the survival of wild animals . In contrast , zoo is a good alternative choice for protecting animals as various animals could be better protected by specialized staff . Once the animal got sick , professional vet will help them promptly . Thanks to the considerate care , the diversity of wild animal could be guaranteed . 	
77	2	Additionally , zoos afford a platform to education teenagers , helping to establish eco-friendly behavior towards animals . In the zoos , even though wild animals are caged , they have capability to walk in a limited area . When children pay a visit to the zoos , they still could observe the eating behavior or leisure activities among animals , which would definitely enrich their knowledge associated with different animals . Further , children could acquire the information regarding how to protect wild animals according to guided tour or volunteers . 	
77	3	On the other hand , complained about the drawbacks of zoos are often heard . It is true that some zoos are lack of systematic management which attributes to numerous wild animals die because of food shortage . Also , being caged in the zoos for long render wildlife lost the ability to survive in nature where is full of cruel competition among various animals . 	
78	1	Admittedly , some countries may place economic developments ahead of environmental protection , thus ruining the local environments . As these needy countries lack adequate financial and human resources , advanced technologies and experience , they have to rely on natural resources to maintain their living standards . Besides , people in the poverty-stricken areas are not likely to be equipped with knowledge to preserve the ecosystems . As a result , unchecked and reckless uses of the local raw materials may happen , which can put a strain on the natural resources . In this view , the economic development and environmental protection can be conflicting . 	
78	2	However , I believe the booming economy can be closely linked to the preservation of the environment . With people raising their awareness of the green economy , the products free of pollutants are increasingly prevalent among clients , which means eco-friendly businesses can make a favorable impression on customers today , triggering sales . For example , electronic bicycles powered by clean energy resources have been well received among people in recent years . 	insufficient
78	3	Furthermore , taking environmental consequences seriously can enhance working efficiencies . If a firm is environmentally conscious , it may have to make optimal use of its resources to improve its production lines and equipment , which can boost productivity . Therefore , it may spur its economic development . On the other hand , without the requirement of environmental preservation , the firm would still consume a vast amount of energy which constitutes a large part of its operational costs , being a hurdle to the economic development . 	
79	1	Admittedly , the government should give priority to public services and facilities . This is because the government plays the role of a leader among citizens , which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable . Simultaneously , public services such as education system or medical care can meet people ' s basic demand of survival , security and knowledge , thus making them feel comfortable , which can lower the crime rate . Therefore , public services and facilities should be given adequate attention by the authorities to maintain social stability . 	
79	2	On the other hand , I believe arts should by no means been disregarded by the government . Individually , arts can enrich people ' s cultural lives . Currently , people are increasingly occupied with their work and studies due to the stiff competition . Consequently , they require various entertainment such as music , movies or books to them ease their minds and release pressure . Without arts , people would be at risk of suffering psychological problems . 	
79	3	From the point of the local community , funding arts is beneficial to the local cultural and economic development . Cultural heritage constitutes an essential part of arts . This means preserving local arts may promote the preservation of the local cultural heritage , which not only helps the local people have a sense of belonging but also contributes to the booming local tourism industry . In this view , arts serve cultural and economic purposes . 	
80	1	First , critics of zoology argue that keeping animals in captivity is wrong because animals should be considered non-human persons and they should have the right of having freedom . This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures . That is because , many zoos , especially the ones in developing countries , do not provide care and attention which their animals require . The animals are often undernourished and do not have sufficient quality and quantity of medical treatment . In addition , sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe . 	
80	2	On the other hand , the advocators believe that zoos provide the public with good entertainment and also help to ensure the balance of the ecology . Many people , especially young children enjoy going to zoos and see their favorite animals , cute baby-born animals and the animals that are from the different corners of the world . Zoos provide educational information about the lives of different animals to the public . Also , zoos play an important role in reserving many breeds of animal and preventing them from being missing from life . This is due to the fact that , in zoos , animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters . Thus zoos are needed to keep the nature balanced . 	
81	1	First and foremost , if there is control over artists ' ideas , they will definitely lose their sense of creativity in the long run . It is undeniable that when they are given the opportunity to express themselves , most artists will think out of the box and come up with spectacular Arts such as paintings or movies . For example , paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times . In short , without any limitations , there will be more awe inspiring work from our artists . 	insufficient
81	2	Furthermore , it is every human ' s right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation . Today , many countries make numerous efforts to show that they are democratic countries . Arts is one of the ways that can be used to criticise social problems and government policies in a particular country . To illustrate this further , the famous movie ' 3 Idiots ' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn . Thus , human rights is violated if artists are not allowed to express their feelings freely . 	insufficient
81	3	Looking from another perspective , there are certain drawbacks if artists are not restricted . They might go deeper into certain aspects that can cause controversies in a country . To cite an example , Malaysia is a multiracial country whereby all the citizens live together in harmony and peace . In case there is anyone who brings up some sensitive issues in their films or books regarding any races , this might end up in some chaos among the society . Nonetheless , I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts . 	insufficient
82	1	First , it is generally understood that advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more . Advertisements are , therefore , very important for many businesses to increase sales and hence profits . Also , to consumers , advertising can bring them many benefits . For example , customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans . From all of these , it is easy to see why the idea that advertising is a positive part of life will garner strong support . 	insufficient
82	2	However , it can be seen that some people have argued against advertising due to its negative impacts . Firstly , a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses , this is generally known as spam , and causes discomfort or even annoyance to many people . Secondly , advertising can be very expensive and not every advertising campaign can be done successfully and brings good results . Therefore , advertising is believed by many , a financial burden to businesses . 	
83	1	First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons . Last century has witnessed the horrors of such weapons . If each country pursues the fusion and fission process some of them may try to mold it for military usage . 	
83	2	Another reason to fortify my opinion is that even civil usages of atomic power pose a dire threat of radio activity . For example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area . This unfortunate event proves that no matter how much careful we are such accidents are inevitable . 	insufficient
83	3	Last but not least , while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power . Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it . This waste is many times more lethal to our environment than any of the other hazardous material . 	
84	1	In a positive point of view , when people without jobs have hand phones that have access to the Internet , they will be able to browse the net for more job opportunities . For example , they can surf the The Star Onlines ' work section to find a job that is suitable for them . With the help of the net , they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job . Not only that , the mobile phones can also be used to make calls with the companies in which they would like to work with . In short , if the government provides those without work with a mobile phone , they will be able to find themselves an occupation in order to live and survive . 	
84	2	Nonetheless , looking from another perspective , supplying hand phones to the unemployed is a waste of the taxpayers ' money . This is because the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country . To illustrate this further , the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living . To conclude , the money can be used for other intentions rather than giving hand phones to the unemployed . 	
84	3	Furthermore , when hand phones are provided for free , many would want to take advantage of this opportunity . It will not be surprising that in order to obtain a mobile phone , they make themselves jobless . Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones . In this context , the public ' s money is spent worthlessly . On top of that , till now , there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment . 	
85	1	Firstly , by having CCTV cameras at workplace , crimes such as robbery can be trimmed down . This is because when a shop is attacked by thieves , the clips taken by these cameras serve as a source of evidence to help the thieves to be traced . To illustrate this further , in Malaysia , policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight . Not only that , as the employees know that they are under constant surveillance , they will less likely steal from the shops . Thus , it is clear that CCTVs must be put in all workplace so that crime rates can be minimized . 	insufficient
85	2	Furthermore , at some offices , employees are often required to handle angry or frustrated customers . At times , face-to-face interactions with an annoyed customer can put the employee in physical danger . Hence , the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded . In the event of an argument , the videotapes can used to determine what actually took place and further actions can be then taken . In short , these cameras can help to provide some form of protection to the workers against the customers . 	
85	3	Looking from another perspective , the use of CCTV cameras does cause controversy . Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras . However , one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences . Ergo , opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime . 	
86	1	To begin with , it is undeniable that education is better in big cities in comparison with countrysides . For instance , in my country the best schools , universities and institutes are located in cities , and todays education is one of the most important parts of our children ' s life . Therefore , it is a good idea for children to past their first earlier life in the cities . 	insufficient
86	2	What is more , it is acknowledged that a large number of creational facilities are built in cities . Children who live in cities have a lot of entertainment . For example playgrounds , parks , science museums , cinemas etc . However , in countrysides we hardly ever see creational facilities . Children who live in countrysides most of the time pass their free time in farms . 	
86	3	Finally , in big cities children access to media easily , so they can learn a lot of things by watching television and surfing through the net . Via internet they can have connection with the other children all around the world , therefor they can exchange their knowledge , they can learn different cultures . 	
87	1	"In the first place , there are a large number of opportunities in privat works that you cannot find them when you work for the others . In your job you can be boss of yourself ; however , in the other jobs someone else are your boss . You always have to be responsible for your task , and it make a stressful situation that I never like it . "	
87	2	What is more , when people work for themselves they make more profit for themselves , but in the other jobs you make profits for the other such as your manager . Unfortunately nowadays most of them pick up this profit without sharing a small sum of it with their workers , and from my point of view it is unfair . 	
87	3	Finally , there are some authorities in privat jobs that workers are always looking for them while they are working for the others . When you work for yourself you can punch in and punch out whenever you want . Sometimes some occasions happen to people for example a disease , sticking in a traffic jam and sometime going on a vacation . For all of them we have to ask for a permission , and most of the time we are not allowed . 	
88	1	First of all , when people face with a failure they can learn a large number of things from that failure , therefore in the next effort they try to avoid doing and repeating that mistakes . For instance , most of inventors in the first phases of their job face with some problems and defeats , but in the next stages they learn how to deal with problems . 	insufficient
88	2	Second of all , experience shows while people doing a job constantly , they become more experienced in that subject , so in the final effort they become successful with the high percentile . For example , scientists experiment a substance for a long time , after they gain lots of experience and knowledge about that subject they decide to make it final . 	insufficient
89	1	Firstly , day by day population is increasing , so human needs for food is increasing as well . We need farmland to grow crops such as wheat and corn , and there is no doubt that without food people cannot alive for more than some weeks . Therefore , farmlands are vital for human life . 	
89	2	Secondly , people need shelters to protect themselves from mother nature such as wind and flood and wild animals , so they need land to build their houses on it . Dwelling is one of the most important human needs after food which is undeniable . 	
89	3	Finally , human need some crucial things to continue their life , and most of them are industrial such as medicine . Therefore , some lands should be assigned to industry . Todays life has some difficulty which become comfortable with the help of industry . 	
90	1	"First of all , there are people who play a role and cheat the other individuals with their playing , therefore we have to be aware to never judge with their appearance . For example , some people cheat their fiance before marriage by showing a cheerful face and well spoken ; however , after getting marriage they show their real personality . "	insufficient
90	2	Second of all , there are some people who are black skin , fat and frown , nonetheless they might be a great person for leaving and colleague . For instance , I have a neighbor who are old , black skin and frown and I had always panicked of her . One day in a cold winter while I was getting back to home from school I realized that I lost my keys , so I could not do anything before my parents getting back home . She asked me to stay with her till my parents come , also she was great in hospitality and her behavior was unforgettable . After that I understood , I had to never judge with people ' s appearance . 	insufficient
91	1	It is especially true if we consider the fact that a single international language plays a pivotal role in global economic cooperation . As businessmen from different countries have access to the same language , they can communicate with each other more efficiently and deeply on trade , which can intensify the transnational cooperation . In contrast , without the availability of the same language , there might be a chance that misunderstanding and conflicts would ensue over business negotiations , impeding collaborations between them . Therefore , a single international language serves an economic purpose . 	
91	2	Also , a universal language is an integral part of cultural communication and interactions . If people are equipped with a single international language , they can tell each other smoothly about their countries ' specific cultures such as the traditional customs or the modern lifestyles , which enables people to expand their outlooks , viewing the world in new angles . For example , when people travel to foreign countries , the local people can introduce the tourist attractions to such people with the command of the universal language , helping foreign visitors have an enjoyable exotic experience . 	
91	3	In spite of this , the disadvantages of the promotion of a universal language cannot be denied . To be more specific , a single international language may , to some extent , erode the cultural identity of a nation . This is because people may be impressed by the cultural values brought with the universal language , eroding a sense of national belong . For instance , some Asians are seeking individualism , previously denied by many Asian countries , due to the fact that they have gradually identified with such values expressed in American movies , which are imported by the governments as a result of the proliferation of English . 	insufficient
92	1	This is because following fashion trends enables people to keep up with the world ' s latest transformations , which is of vital importance if we consider the fact that people are living in a global village today . When individuals keep the habit of grasping the world ' s cutting-edge fashion information , they are gradually changing their attitudes to viewing the world , which means they are more open to accept diverse voices from people around the world . In contrast , if they stuck to their own fashion styles , disregarding the world ' s top fashion designers ' achievements , they would stay conservative in their own worlds . As a result , they might fall behind shortly . 	
92	2	Furthermore , people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information . Without following fashion trends , such people would have a hard time choosing and matching clothes , let alone forming their own dressing styles . 	
92	3	Despite this , it is undeniable that following fashion trends constantly may undermine individuals ' personalities . Individuals purchase their clothes according to the latest fashion trends , which may result in the phenomenon that people would wear the same style of clothes . Consequently , the world would look monotonous . 	
93	1	In terms of ethics , it is inhumane to watch one ' s fellowman struggle against famine and poverty without doing anything to help , especially when the onlooker takes no effort to do so . Compassion , a virtue preached in almost all religions from Buddhism to Mohammedanism , is what distinguishes us human beings from animals . 	
93	2	"Economically speaking , such aid could also create a win-win situation . Underdeveloped nations no doubt receive direct benefits through such deeds . For developed nations , new medical problems may very well arise from the work in underdeveloped nations ; thus related research is conducted accordingly to conquer the problem , promoting the development of the pharmaceutical industry . The potential market in those poor countries , most of which has a huge population , is also a thing worth mentioning . By building a good relationship with them , wealthy nations can not only broaden their global market , but also facilitate future international commerce . The underdeveloped nations , in return , may export local agricultural products , mineral products with discount to the former , boosting each other ' s economy . "	
94	1	Health education causes long-term positive effects on our next generations . First of all , thank to a full health education from their childhoods , children will have good habits of taking care of their own health and these habits may be kept in their adolescences . For example , if a child is educated to have a hygienic lifestyle at a very young age , he also keeps it when older . Secondly , health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases . Instead of afraid or panic , they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes . Many diseases which may be cured easily can turn to serious ones if we do not have right treatment . Health education will help people to have right choices of treatment to recover more quickly . 	
94	2	Preventative measures will help improve general health state of all citizens . For example , vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu , smallpox , rubella so on . When huge injection campaigns are organized throughout our country , the community ' s health state will be improved remarkably . As human resources play a key role in the development of a country , investing money to enhance the general health state is a totally right decision . In addition , because the cost of treatment is often much higher than that of prevention , the government can save a lot of money for our country ' s health budget . 	insufficient
95	1	First and foremost , today entertainment is easier for people to enjoy than ever before . The fact is that such news media as televisions , radios , or newspapers are bringing many news on entertainment sector from all over the world to everybody . People can sit in front of their televisions and watch whatever they want , from musical concerts to live football match . This is a convenient way of relaxation after hard work . Obviously , the popularity of news media is beneficial to human beings . 	
95	2	In addition to this , news media help people broaden their knowledge . It is clearly seen that mass media provide people with a variety of global news on all fields , including political situation , economic change , global warming , and so forth . Hence , there is a strong likelihood that today people are able to know the world better . This is particularly essential when the globalization process has been permeating into all areas of society . Indeed , the fast growth of news media is helpful for people worldwide . 	
96	1	First and foremost , I believe that it would be easier for the juries to make a decision if they know about the past information about the criminal . This is because , knowing their background very well will enable the juries to analyze the crime before coming up with a judgment . For instance , take a person who has not murdered anyone but is suddenly found to be guilty . The juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person . Then , punishment can be given in accordance to the condition . 	insufficient
96	2	Apart from that , a fair trial can be achieved . As all of us know , juries are a group of people who have no or less knowledge regarding law . Thus , exposing them to the past records of the criminal can give them more room to think rationally and finally put the pieces together in order to produce a more meaningful decision . By doing so , the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences . Not only that , the convicted will also receive a fair action . 	
96	3	It is undeniable that when the background of the convicted is ' dug ' deeper and is revealed to mass of anonymous people , his privacy is being jeopardized . If finally he is proven innocent , he may feel embarrassed to face the public . However , I am sure that the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well . 	
97	1	First and foremost , sports events are good chances for excellent athletes to meet and learn valuable experiences from one another so that they can improve their results , break records and bring victories to their own countries . Because a large number of people will gather in the host city for sport events , there are many good opportunities for discovering different cultures . Consequently , sport events with the spirit of healthiness , honesty and fairness can help strengthen understanding , friendship and solidarity among nations . After sharing competitive but interesting moments in each competition , the competitors often shake hands friendly and congratulate the winners , which can lead to an improvement in the relationships among nations . 	
